date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:33	13276/13276	---M--	200	added ('OK')	font/woff2	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.woff2	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.woff2	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:29:36	16276/16276	---M--	200	added ('OK')	font/woff	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.woff	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.woff	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:29:37	33736/33736	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.ttf	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.ttf	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:29:47	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.svg	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-regular-400.svg	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:29:51	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.eot	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.eot	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:29:55	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-brands-400.svg	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-brands-400.svg	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:29:56	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.eot?	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:30:02	78196/78196	---M--	200	added ('OK')	font/woff2	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.woff2	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:30:11	202744/202744	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.ttf	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:30:11	101652/101652	---M--	200	added ('OK')	font/woff	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.woff	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.woff	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
16:30:19	974368/974368	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jan%202022%2007:59:59%20GMT	https://sujon.softtopit.com/storage/images/gallery/1642060798.png	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/storage/images/gallery/1642060798.png	(from https://sujon.softtopit.com/galleries)
16:30:20	26143/26143	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Feb%202024%2010:30:21%20GMT	https://sujon.softtopit.com/works?page=1	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/works2679.html	(from https://sujon.softtopit.com/works?page=2)
16:30:26	52464/52464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2013:19:55%20GMT	https://sujon.softtopit.com/storage/images/portfolio/1661347195.jpg	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/storage/images/portfolio/1661347195.jpg	(from https://sujon.softtopit.com/works?page=2)
16:30:41	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2008%20Jun%202021%2003:24:46%20GMT	https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.svg	C:/Users/JOSEPH/Desktop/My%20Portfolio/sujon.softtopit.com/backend/assets/plugins/fontawesome-free/webfonts/fa-solid-900.svg	(from https://sujon.softtopit.com/backend/assets/plugins/fontawesome-free/css/all.min.css)
